iter	Passed	Remaining
401	7730	1884
402	7745	1864
403	7760	1844
404	7776	1824
405	7788	1803
406	7800	1782
407	7812	1761
408	7824	1740
409	7834	1719
410	7847	1699
411	7859	1678
412	7871	1658
413	7882	1637
414	7892	1616
415	7905	1596
416	7915	1575
417	7927	1555
418	7940	1535
419	7953	1514
420	7964	1494
421	7974	1474
422	7986	1453
423	7997	1433
424	8008	1413
425	8020	1393
426	8031	1373
427	8044	1353
428	8059	1333
429	8071	1313
430	8083	1294
431	8095	1274
432	8110	1254
433	8125	1235
434	8139	1216
435	8155	1197
436	8166	1177
437	8178	1157
438	8190	1138
439	8201	1118
440	8212	1098
441	8224	1079
442	8234	1059
443	8247	1040
444	8258	1020
445	8267	1001
446	8278	981
447	8289	962
448	8300	942
449	8314	923
450	8326	904
451	8341	885
452	8357	867
453	8367	847
454	8378	828
455	8387	809
456	8397	790
457	8408	771
458	8417	751
459	8429	733
460	8439	713
461	8450	695
462	8463	676
463	8477	657
464	8490	639
465	8503	620
466	8516	601
467	8528	583
468	8539	564
469	8552	545
470	8565	527
471	8578	508
472	8593	490
473	8606	472
474	8619	453
475	8633	435
476	8646	416
477	8659	398
478	8672	380
479	8685	361
480	8699	343
481	8713	325
482	8725	307
483	8737	288
484	8751	270
485	8764	252
486	8776	234
487	8788	216
488	8800	197
489	8814	179
490	8826	161
491	8839	143
492	8853	125
493	8866	107
494	8880	89
495	8893	71
496	8906	53
497	8919	35
498	8930	17
499	8944	0
