iter	Logloss
843	0.3503791606
844	0.3502680868
845	0.3501960932
846	0.3500908763
847	0.3499796168
848	0.3499067001
849	0.3498094813
850	0.3496766993
851	0.3495959651
852	0.3494773992
853	0.3493650538
854	0.3492834142
855	0.3491824036
856	0.3491132914
857	0.3490323868
858	0.3489517644
859	0.3488307724
860	0.34874027
861	0.3486819814
862	0.3485828832
863	0.3484950587
864	0.3484033279
865	0.3482941284
866	0.3482046
867	0.3480834274
868	0.3479984461
869	0.3478999863
870	0.3478208694
871	0.3477282257
872	0.3476353226
873	0.3475270589
874	0.3474110514
875	0.3473277028
876	0.3472221171
877	0.347098259
878	0.3470049616
879	0.3468931961
880	0.3467832692
881	0.3466605403
882	0.3465854111
883	0.3465159403
884	0.3464338862
885	0.3463559189
886	0.3462533112
887	0.3461604792
888	0.3460957108
889	0.3459902445
890	0.3458780568
891	0.345792867
892	0.3457179667
893	0.3456215973
894	0.3455470556
895	0.3454573237
896	0.3453686549
897	0.3452833379
898	0.3452082596
899	0.3451286748
900	0.3450444336
901	0.3449398524
902	0.3448500086
903	0.3447500407
904	0.3446515808
905	0.3446017939
906	0.3444965083
907	0.3444430771
908	0.3443235423
909	0.3442233683
910	0.3441620204
911	0.3440484034
912	0.3439782969
913	0.343885699
914	0.3438050207
915	0.343697993
916	0.3436150284
917	0.3435511754
918	0.3434983622
919	0.3433718491
920	0.3432764537
921	0.3431956151
922	0.3430817184
923	0.3430182775
924	0.3429425176
925	0.342844312
926	0.342736379
927	0.3426533991
928	0.3425856578
929	0.3424538422
930	0.3423534164
931	0.3422483063
932	0.342167216
933	0.3420792592
934	0.3419801458
935	0.341845192
936	0.3417296575
937	0.3416161041
938	0.34155498
939	0.3414501877
940	0.3413254827
941	0.3412164586
942	0.3411448847
943	0.3410590846
944	0.3409600016
945	0.3408748779
946	0.3407776082
947	0.3406694946
948	0.3405979843
949	0.340504069
950	0.3404267248
951	0.3403234889
952	0.340252566
953	0.3401522064
954	0.3400839411
955	0.3400147222
956	0.3399474411
957	0.3398434677
958	0.3397473272
959	0.3396429367
960	0.3395665436
961	0.3395140152
962	0.3394455948
963	0.3393472061
964	0.3392828267
965	0.3391893311
966	0.3390960337
967	0.3389778646
968	0.3388309504
969	0.3387313766
970	0.3386641083
971	0.3385882746
972	0.3385376002
973	0.3384740423
974	0.3383622589
975	0.3382741241
976	0.3381736298
977	0.3381136144
978	0.3380060349
979	0.3379287109
980	0.3378352661
981	0.337767156
982	0.337708313
983	0.3376225357
984	0.337542539
985	0.3374969457
986	0.3374084549
987	0.3373483887
988	0.3372583771
989	0.337176623
990	0.3370789922
991	0.3370308024
992	0.3369519908
993	0.3368714956
994	0.3367316411
995	0.3366124751
996	0.3365493698
997	0.3364902725
998	0.3364048971
999	0.3362970759
